,index,fname,roi
316,214,images (3)_grey_rot180.jpg,"{1: {'xmin': 92, 'xmax': 132, 'ymin': 83, 'ymax': 108, 'region_name': 1}, 2: {'xmin': 228, 'xmax': 246, 'ymin': 117, 'ymax': 130, 'region_name': 1}}"
317,215,images (3)_grey_rot270.jpg,"{1: {'xmin': 115, 'xmax': 148, 'ymin': 69, 'ymax': 99, 'region_name': 1}, 2: {'xmin': 85, 'xmax': 103, 'ymin': 171, 'ymax': 184, 'region_name': 1}}"
318,216,images (30)_darkened.jpg,"{1: {'xmin': 264, 'xmax': 291, 'ymin': 65, 'ymax': 81, 'region_name': 1}}"
319,217,images (30)_darkened_rot90.jpg,"{1: {'xmin': 148, 'xmax': 194, 'ymin': 91, 'ymax': 101, 'region_name': 1}}"
320,218,images (30)_darkened_rot180.jpg,"{1: {'xmin': 91, 'xmax': 118, 'ymin': 51, 'ymax': 67, 'region_name': 1}}"
321,219,images (30)_darkened_rot270.jpg,"{1: {'xmin': 188, 'xmax': 234, 'ymin': 31, 'ymax': 41, 'region_name': 1}}"
322,220,images (30)_grey.jpg,"{1: {'xmin': 264, 'xmax': 291, 'ymin': 65, 'ymax': 81, 'region_name': 1}}"
323,221,images (30)_grey_rot90.jpg,"{1: {'xmin': 148, 'xmax': 194, 'ymin': 91, 'ymax': 101, 'region_name': 1}}"
324,222,images (30)_grey_rot180.jpg,"{1: {'xmin': 91, 'xmax': 118, 'ymin': 51, 'ymax': 67, 'region_name': 1}}"
325,223,images (30)_grey_rot270.jpg,"{1: {'xmin': 188, 'xmax': 234, 'ymin': 31, 'ymax': 41, 'region_name': 1}}"
326,224,images (31)_darkened.jpg,"{1: {'xmin': 90, 'xmax': 133, 'ymin': 51, 'ymax': 79, 'region_name': 1}}"
327,225,images (31)_darkened_rot90.jpg,"{1: {'xmin': 156, 'xmax': 198, 'ymin': 60, 'ymax': 89, 'region_name': 1}}"
328,226,images (31)_darkened_rot180.jpg,"{1: {'xmin': 142, 'xmax': 185, 'ymin': 104, 'ymax': 132, 'region_name': 1}}"
329,227,images (31)_darkened_rot270.jpg,"{1: {'xmin': 77, 'xmax': 119, 'ymin': 94, 'ymax': 123, 'region_name': 1}}"
330,228,images (31)_grey.jpg,"{1: {'xmin': 90, 'xmax': 133, 'ymin': 51, 'ymax': 79, 'region_name': 1}}"
331,229,images (31)_grey_rot90.jpg,"{1: {'xmin': 156, 'xmax': 198, 'ymin': 60, 'ymax': 89, 'region_name': 1}}"
332,230,images (31)_grey_rot180.jpg,"{1: {'xmin': 142, 'xmax': 185, 'ymin': 104, 'ymax': 132, 'region_name': 1}}"
333,231,images (31)_grey_rot270.jpg,"{1: {'xmin': 77, 'xmax': 119, 'ymin': 94, 'ymax': 123, 'region_name': 1}}"
334,232,images (32)_darkened.jpg,"{1: {'xmin': 193, 'xmax': 208, 'ymin': 101, 'ymax': 112, 'region_name': 1}}"
335,233,images (32)_darkened_rot90.jpg,"{1: {'xmin': 110, 'xmax': 125, 'ymin': 147, 'ymax': 159, 'region_name': 1}}"
336,234,images (32)_darkened_rot180.jpg,"{1: {'xmin': 49, 'xmax': 64, 'ymin': 84, 'ymax': 95, 'region_name': 1}}"
337,235,images (32)_darkened_rot270.jpg,"{1: {'xmin': 132, 'xmax': 147, 'ymin': 37, 'ymax': 49, 'region_name': 1}}"
338,236,images (32)_grey.jpg,"{1: {'xmin': 193, 'xmax': 208, 'ymin': 101, 'ymax': 112, 'region_name': 1}}"
339,237,images (32)_grey_rot90.jpg,"{1: {'xmin': 110, 'xmax': 125, 'ymin': 147, 'ymax': 159, 'region_name': 1}}"
340,238,images (32)_grey_rot180.jpg,"{1: {'xmin': 49, 'xmax': 64, 'ymin': 84, 'ymax': 95, 'region_name': 1}}"
341,239,images (32)_grey_rot270.jpg,"{1: {'xmin': 132, 'xmax': 147, 'ymin': 37, 'ymax': 49, 'region_name': 1}}"
342,240,images (33)_darkened.jpg,"{1: {'xmin': 107, 'xmax': 149, 'ymin': 135, 'ymax': 156, 'region_name': 1}}"
343,241,images (33)_darkened_rot90.jpg,"{1: {'xmin': 52, 'xmax': 80, 'ymin': 81, 'ymax': 112, 'region_name': 1}}"
344,242,images (33)_darkened_rot180.jpg,"{1: {'xmin': 110, 'xmax': 152, 'ymin': 39, 'ymax': 60, 'region_name': 1}}"
345,243,images (33)_darkened_rot270.jpg,"{1: {'xmin': 179, 'xmax': 207, 'ymin': 83, 'ymax': 114, 'region_name': 1}}"
346,244,images (33)_grey.jpg,"{1: {'xmin': 107, 'xmax': 149, 'ymin': 135, 'ymax': 156, 'region_name': 1}}"
347,245,images (33)_grey_rot90.jpg,"{1: {'xmin': 52, 'xmax': 80, 'ymin': 81, 'ymax': 112, 'region_name': 1}}"
348,246,images (33)_grey_rot180.jpg,"{1: {'xmin': 110, 'xmax': 152, 'ymin': 39, 'ymax': 60, 'region_name': 1}}"
349,247,images (33)_grey_rot270.jpg,"{1: {'xmin': 179, 'xmax': 207, 'ymin': 83, 'ymax': 114, 'region_name': 1}}"
350,248,images (34)_darkened.jpg,"{1: {'xmin': 72, 'xmax': 109, 'ymin': 124, 'ymax': 150, 'region_name': 1}}"
351,249,images (34)_darkened_rot90.jpg,"{1: {'xmin': 75, 'xmax': 101, 'ymin': 72, 'ymax': 109, 'region_name': 1}}"
352,250,images (34)_darkened_rot180.jpg,"{1: {'xmin': 116, 'xmax': 153, 'ymin': 75, 'ymax': 101, 'region_name': 1}}"
353,251,images (34)_darkened_rot270.jpg,"{1: {'xmin': 124, 'xmax': 150, 'ymin': 116, 'ymax': 153, 'region_name': 1}}"
354,252,images (34)_grey.jpg,"{1: {'xmin': 72, 'xmax': 109, 'ymin': 124, 'ymax': 150, 'region_name': 1}}"
355,253,images (34)_grey_rot90.jpg,"{1: {'xmin': 75, 'xmax': 101, 'ymin': 72, 'ymax': 109, 'region_name': 1}}"
356,254,images (34)_grey_rot180.jpg,"{1: {'xmin': 116, 'xmax': 153, 'ymin': 75, 'ymax': 101, 'region_name': 1}}"
357,255,images (34)_grey_rot270.jpg,"{1: {'xmin': 124, 'xmax': 150, 'ymin': 116, 'ymax': 153, 'region_name': 1}}"
358,256,images (35)_darkened.jpg,"{1: {'xmin': 66, 'xmax': 123, 'ymin': 115, 'ymax': 144, 'region_name': 1}}"
359,257,images (35)_darkened_rot90.jpg,"{1: {'xmin': 86, 'xmax': 108, 'ymin': 87, 'ymax': 161, 'region_name': 1}}"
360,258,images (35)_darkened_rot180.jpg,"{1: {'xmin': 73, 'xmax': 130, 'ymin': 113, 'ymax': 142, 'region_name': 1}}"
361,259,images (35)_darkened_rot270.jpg,"{1: {'xmin': 88, 'xmax': 110, 'ymin': 96, 'ymax': 170, 'region_name': 1}}"
362,260,images (35)_grey.jpg,"{1: {'xmin': 66, 'xmax': 123, 'ymin': 115, 'ymax': 144, 'region_name': 1}}"
363,261,images (35)_grey_rot90.jpg,"{1: {'xmin': 86, 'xmax': 108, 'ymin': 87, 'ymax': 161, 'region_name': 1}}"
364,262,images (35)_grey_rot180.jpg,"{1: {'xmin': 73, 'xmax': 130, 'ymin': 113, 'ymax': 142, 'region_name': 1}}"
365,263,images (35)_grey_rot270.jpg,"{1: {'xmin': 88, 'xmax': 110, 'ymin': 96, 'ymax': 170, 'region_name': 1}}"
366,264,images (36)_darkened.jpg,"{1: {'xmin': 98, 'xmax': 167, 'ymin': 93, 'ymax': 129, 'region_name': 1}}"
367,265,images (36)_darkened_rot90.jpg,"{1: {'xmin': 87, 'xmax': 135, 'ymin': 73, 'ymax': 125, 'region_name': 1}}"
368,266,images (36)_darkened_rot180.jpg,"{1: {'xmin': 92, 'xmax': 161, 'ymin': 65, 'ymax': 101, 'region_name': 1}}"
369,267,images (36)_darkened_rot270.jpg,"{1: {'xmin': 124, 'xmax': 172, 'ymin': 69, 'ymax': 121, 'region_name': 1}}"
370,268,images (36)_grey.jpg,"{1: {'xmin': 98, 'xmax': 167, 'ymin': 93, 'ymax': 129, 'region_name': 1}}"
371,269,images (36)_grey_rot90.jpg,"{1: {'xmin': 87, 'xmax': 135, 'ymin': 73, 'ymax': 125, 'region_name': 1}}"
372,270,images (36)_grey_rot180.jpg,"{1: {'xmin': 92, 'xmax': 161, 'ymin': 65, 'ymax': 101, 'region_name': 1}}"
373,271,images (36)_grey_rot270.jpg,"{1: {'xmin': 124, 'xmax': 172, 'ymin': 69, 'ymax': 121, 'region_name': 1}}"
374,272,images (37)_darkened.jpg,"{1: {'xmin': 163, 'xmax': 184, 'ymin': 112, 'ymax': 131, 'region_name': 1}, 2: {'xmin': 225, 'xmax': 234, 'ymin': 70, 'ymax': 81, 'region_name': 1}, 3: {'xmin': 247, 'xmax': 253, 'ymin': 55, 'ymax': 62, 'region_name': 1}}"
375,273,images (37)_darkened_rot90.jpg,"{1: {'xmin': 66, 'xmax': 100, 'ymin': 92, 'ymax': 103, 'region_name': 1}, 2: {'xmin': 155, 'xmax': 174, 'ymin': 126, 'ymax': 131, 'region_name': 1}, 3: {'xmin': 189, 'xmax': 201, 'ymin': 139, 'ymax': 142, 'region_name': 1}}"
376,274,images (37)_darkened_rot180.jpg,"{1: {'xmin': 115, 'xmax': 136, 'ymin': 37, 'ymax': 56, 'region_name': 1}, 2: {'xmin': 65, 'xmax': 74, 'ymin': 87, 'ymax': 98, 'region_name': 1}, 3: {'xmin': 46, 'xmax': 52, 'ymin': 106, 'ymax': 113, 'region_name': 1}}"
377,275,images (37)_darkened_rot270.jpg,"{1: {'xmin': 199, 'xmax': 233, 'ymin': 65, 'ymax': 76, 'region_name': 1}, 2: {'xmin': 125, 'xmax': 144, 'ymin': 37, 'ymax': 42, 'region_name': 1}, 3: {'xmin': 98, 'xmax': 110, 'ymin': 26, 'ymax': 29, 'region_name': 1}}"
378,276,images (37)_grey.jpg,"{1: {'xmin': 163, 'xmax': 184, 'ymin': 112, 'ymax': 131, 'region_name': 1}, 2: {'xmin': 225, 'xmax': 234, 'ymin': 70, 'ymax': 81, 'region_name': 1}, 3: {'xmin': 247, 'xmax': 253, 'ymin': 55, 'ymax': 62, 'region_name': 1}}"
379,277,images (37)_grey_rot90.jpg,"{1: {'xmin': 66, 'xmax': 100, 'ymin': 92, 'ymax': 103, 'region_name': 1}, 2: {'xmin': 155, 'xmax': 174, 'ymin': 126, 'ymax': 131, 'region_name': 1}, 3: {'xmin': 189, 'xmax': 201, 'ymin': 139, 'ymax': 142, 'region_name': 1}}"
380,278,images (37)_grey_rot180.jpg,"{1: {'xmin': 115, 'xmax': 136, 'ymin': 37, 'ymax': 56, 'region_name': 1}, 2: {'xmin': 65, 'xmax': 74, 'ymin': 87, 'ymax': 98, 'region_name': 1}, 3: {'xmin': 46, 'xmax': 52, 'ymin': 106, 'ymax': 113, 'region_name': 1}}"
381,279,images (37)_grey_rot270.jpg,"{1: {'xmin': 199, 'xmax': 233, 'ymin': 65, 'ymax': 76, 'region_name': 1}, 2: {'xmin': 125, 'xmax': 144, 'ymin': 37, 'ymax': 42, 'region_name': 1}, 3: {'xmin': 98, 'xmax': 110, 'ymin': 26, 'ymax': 29, 'region_name': 1}}"
382,280,images (38)_darkened.jpg,"{1: {'xmin': 159, 'xmax': 185, 'ymin': 141, 'ymax': 154, 'region_name': 1}, 2: {'xmin': 0, 'xmax': 6, 'ymin': 96, 'ymax': 101, 'region_name': 1}}"
383,281,images (38)_darkened_rot90.jpg,"{1: {'xmin': 44, 'xmax': 63, 'ymin': 105, 'ymax': 123, 'region_name': 1}, 2: {'xmin': 124, 'xmax': 131, 'ymin': 0, 'ymax': 4, 'region_name': 1}}"
384,282,images (38)_darkened_rot180.jpg,"{1: {'xmin': 91, 'xmax': 117, 'ymin': 29, 'ymax': 42, 'region_name': 1}, 2: {'xmin': 270, 'xmax': 276, 'ymin': 82, 'ymax': 87, 'region_name': 1}}"
385,283,images (38)_darkened_rot270.jpg,"{1: {'xmin': 213, 'xmax': 232, 'ymin': 60, 'ymax': 78, 'region_name': 1}, 2: {'xmin': 145, 'xmax': 152, 'ymin': 179, 'ymax': 183, 'region_name': 1}}"
386,284,images (38)_grey.jpg,"{1: {'xmin': 159, 'xmax': 185, 'ymin': 141, 'ymax': 154, 'region_name': 1}, 2: {'xmin': 0, 'xmax': 6, 'ymin': 96, 'ymax': 101, 'region_name': 1}}"
387,285,images (38)_grey_rot90.jpg,"{1: {'xmin': 44, 'xmax': 63, 'ymin': 105, 'ymax': 123, 'region_name': 1}, 2: {'xmin': 124, 'xmax': 131, 'ymin': 0, 'ymax': 4, 'region_name': 1}}"
388,286,images (38)_grey_rot180.jpg,"{1: {'xmin': 91, 'xmax': 117, 'ymin': 29, 'ymax': 42, 'region_name': 1}, 2: {'xmin': 270, 'xmax': 276, 'ymin': 82, 'ymax': 87, 'region_name': 1}}"
389,287,images (38)_grey_rot270.jpg,"{1: {'xmin': 213, 'xmax': 232, 'ymin': 60, 'ymax': 78, 'region_name': 1}, 2: {'xmin': 145, 'xmax': 152, 'ymin': 179, 'ymax': 183, 'region_name': 1}}"
390,288,images (39)_darkened.jpg,"{1: {'xmin': 101, 'xmax': 121, 'ymin': 83, 'ymax': 98, 'region_name': 1}}"
391,289,images (39)_darkened_rot90.jpg,"{1: {'xmin': 110, 'xmax': 147, 'ymin': 41, 'ymax': 49, 'region_name': 1}}"
392,290,images (39)_darkened_rot180.jpg,"{1: {'xmin': 233, 'xmax': 253, 'ymin': 44, 'ymax': 59, 'region_name': 1}}"
393,291,images (39)_darkened_rot270.jpg,"{1: {'xmin': 207, 'xmax': 244, 'ymin': 93, 'ymax': 101, 'region_name': 1}}"
394,292,images (39)_grey.jpg,"{1: {'xmin': 101, 'xmax': 121, 'ymin': 83, 'ymax': 98, 'region_name': 1}}"
395,293,images (39)_grey_rot90.jpg,"{1: {'xmin': 110, 'xmax': 147, 'ymin': 41, 'ymax': 49, 'region_name': 1}}"
396,294,images (39)_grey_rot180.jpg,"{1: {'xmin': 233, 'xmax': 253, 'ymin': 44, 'ymax': 59, 'region_name': 1}}"
397,295,images (39)_grey_rot270.jpg,"{1: {'xmin': 207, 'xmax': 244, 'ymin': 93, 'ymax': 101, 'region_name': 1}}"
398,296,images (4)_darkened.jpg,"{1: {'xmin': 89, 'xmax': 166, 'ymin': 61, 'ymax': 113, 'region_name': 1}}"
399,297,images (4)_darkened_rot90.jpg,"{1: {'xmin': 108, 'xmax': 179, 'ymin': 65, 'ymax': 122, 'region_name': 1}}"
400,298,images (4)_darkened_rot180.jpg,"{1: {'xmin': 96, 'xmax': 173, 'ymin': 79, 'ymax': 131, 'region_name': 1}}"
401,299,images (4)_darkened_rot270.jpg,"{1: {'xmin': 83, 'xmax': 154, 'ymin': 70, 'ymax': 127, 'region_name': 1}}"
402,300,images (4)_grey.jpg,"{1: {'xmin': 89, 'xmax': 166, 'ymin': 61, 'ymax': 113, 'region_name': 1}}"
403,301,images (4)_grey_rot90.jpg,"{1: {'xmin': 108, 'xmax': 179, 'ymin': 65, 'ymax': 122, 'region_name': 1}}"
404,302,images (4)_grey_rot180.jpg,"{1: {'xmin': 96, 'xmax': 173, 'ymin': 79, 'ymax': 131, 'region_name': 1}}"
405,303,images (4)_grey_rot270.jpg,"{1: {'xmin': 83, 'xmax': 154, 'ymin': 70, 'ymax': 127, 'region_name': 1}}"
406,304,images (40)_darkened.jpg,"{1: {'xmin': 102, 'xmax': 157, 'ymin': 79, 'ymax': 103, 'region_name': 1}}"
407,305,images (40)_darkened_rot90.jpg,"{1: {'xmin': 121, 'xmax': 154, 'ymin': 76, 'ymax': 118, 'region_name': 1}}"
408,306,images (40)_darkened_rot180.jpg,"{1: {'xmin': 102, 'xmax': 157, 'ymin': 91, 'ymax': 115, 'region_name': 1}}"
409,307,images (40)_darkened_rot270.jpg,"{1: {'xmin': 105, 'xmax': 138, 'ymin': 76, 'ymax': 118, 'region_name': 1}}"
410,308,images (40)_grey.jpg,"{1: {'xmin': 102, 'xmax': 157, 'ymin': 79, 'ymax': 103, 'region_name': 1}}"
411,309,images (40)_grey_rot90.jpg,"{1: {'xmin': 121, 'xmax': 154, 'ymin': 76, 'ymax': 118, 'region_name': 1}}"
412,310,images (40)_grey_rot180.jpg,"{1: {'xmin': 102, 'xmax': 157, 'ymin': 91, 'ymax': 115, 'region_name': 1}}"
413,311,images (40)_grey_rot270.jpg,"{1: {'xmin': 105, 'xmax': 138, 'ymin': 76, 'ymax': 118, 'region_name': 1}}"
414,312,images (41)_darkened.jpg,"{1: {'xmin': 260, 'xmax': 291, 'ymin': 62, 'ymax': 81, 'region_name': 1}}"
415,313,images (41)_darkened_rot90.jpg,"{1: {'xmin': 148, 'xmax': 203, 'ymin': 90, 'ymax': 101, 'region_name': 1}}"
416,314,images (41)_darkened_rot180.jpg,"{1: {'xmin': 91, 'xmax': 122, 'ymin': 51, 'ymax': 70, 'region_name': 1}}"
417,315,images (41)_darkened_rot270.jpg,"{1: {'xmin': 179, 'xmax': 234, 'ymin': 31, 'ymax': 42, 'region_name': 1}}"
418,316,images (41)_grey.jpg,"{1: {'xmin': 260, 'xmax': 291, 'ymin': 62, 'ymax': 81, 'region_name': 1}}"
419,317,images (41)_grey_rot90.jpg,"{1: {'xmin': 148, 'xmax': 203, 'ymin': 90, 'ymax': 101, 'region_name': 1}}"
420,318,images (41)_grey_rot180.jpg,"{1: {'xmin': 91, 'xmax': 122, 'ymin': 51, 'ymax': 70, 'region_name': 1}}"
421,319,images (41)_grey_rot270.jpg,"{1: {'xmin': 179, 'xmax': 234, 'ymin': 31, 'ymax': 42, 'region_name': 1}}"
422,320,images (42)_darkened.jpg,"{1: {'xmin': 182, 'xmax': 213, 'ymin': 139, 'ymax': 157, 'region_name': 1}}"
423,321,images (42)_darkened_rot90.jpg,"{1: {'xmin': 39, 'xmax': 66, 'ymin': 121, 'ymax': 142, 'region_name': 1}}"
424,322,images (42)_darkened_rot180.jpg,"{1: {'xmin': 62, 'xmax': 93, 'ymin': 26, 'ymax': 44, 'region_name': 1}}"
425,323,images (42)_darkened_rot270.jpg,"{1: {'xmin': 209, 'xmax': 236, 'ymin': 41, 'ymax': 62, 'region_name': 1}}"
426,324,images (42)_grey.jpg,"{1: {'xmin': 182, 'xmax': 213, 'ymin': 139, 'ymax': 157, 'region_name': 1}}"
427,325,images (42)_grey_rot90.jpg,"{1: {'xmin': 39, 'xmax': 66, 'ymin': 121, 'ymax': 142, 'region_name': 1}}"
428,326,images (42)_grey_rot180.jpg,"{1: {'xmin': 62, 'xmax': 93, 'ymin': 26, 'ymax': 44, 'region_name': 1}}"
429,327,images (42)_grey_rot270.jpg,"{1: {'xmin': 209, 'xmax': 236, 'ymin': 41, 'ymax': 62, 'region_name': 1}}"
430,328,images (43)_darkened.jpg,"{1: {'xmin': 115, 'xmax': 175, 'ymin': 83, 'ymax': 111, 'region_name': 1}}"
431,329,images (43)_darkened_rot90.jpg,"{1: {'xmin': 108, 'xmax': 150, 'ymin': 77, 'ymax': 116, 'region_name': 1}}"
432,330,images (43)_darkened_rot180.jpg,"{1: {'xmin': 100, 'xmax': 160, 'ymin': 72, 'ymax': 100, 'region_name': 1}}"
433,331,images (43)_darkened_rot270.jpg,"{1: {'xmin': 125, 'xmax': 167, 'ymin': 67, 'ymax': 106, 'region_name': 1}}"
434,332,images (43)_grey.jpg,"{1: {'xmin': 115, 'xmax': 175, 'ymin': 83, 'ymax': 111, 'region_name': 1}}"
435,333,images (43)_grey_rot90.jpg,"{1: {'xmin': 108, 'xmax': 150, 'ymin': 77, 'ymax': 116, 'region_name': 1}}"
436,334,images (43)_grey_rot180.jpg,"{1: {'xmin': 100, 'xmax': 160, 'ymin': 72, 'ymax': 100, 'region_name': 1}}"
437,335,images (43)_grey_rot270.jpg,"{1: {'xmin': 125, 'xmax': 167, 'ymin': 67, 'ymax': 106, 'region_name': 1}}"
438,336,images (44)_darkened.jpg,"{1: {'xmin': 113, 'xmax': 156, 'ymin': 64, 'ymax': 90, 'region_name': 1}}"
439,337,images (44)_darkened_rot90.jpg,"{1: {'xmin': 139, 'xmax': 186, 'ymin': 63, 'ymax': 87, 'region_name': 1}}"
440,338,images (44)_darkened_rot180.jpg,"{1: {'xmin': 144, 'xmax': 187, 'ymin': 78, 'ymax': 104, 'region_name': 1}}"
441,339,images (44)_darkened_rot270.jpg,"{1: {'xmin': 114, 'xmax': 161, 'ymin': 81, 'ymax': 105, 'region_name': 1}}"
442,340,images (44)_grey.jpg,"{1: {'xmin': 113, 'xmax': 156, 'ymin': 64, 'ymax': 90, 'region_name': 1}}"
443,341,images (44)_grey_rot90.jpg,"{1: {'xmin': 139, 'xmax': 186, 'ymin': 63, 'ymax': 87, 'region_name': 1}}"
444,342,images (44)_grey_rot180.jpg,"{1: {'xmin': 144, 'xmax': 187, 'ymin': 78, 'ymax': 104, 'region_name': 1}}"
445,343,images (44)_grey_rot270.jpg,"{1: {'xmin': 114, 'xmax': 161, 'ymin': 81, 'ymax': 105, 'region_name': 1}}"
446,344,images (45)_darkened.jpg,"{1: {'xmin': 160, 'xmax': 194, 'ymin': 93, 'ymax': 112, 'region_name': 1}}"
447,345,images (45)_darkened_rot90.jpg,"{1: {'xmin': 110, 'xmax': 135, 'ymin': 122, 'ymax': 148, 'region_name': 1}}"
448,346,images (45)_darkened_rot180.jpg,"{1: {'xmin': 63, 'xmax': 97, 'ymin': 84, 'ymax': 103, 'region_name': 1}}"
449,347,images (45)_darkened_rot270.jpg,"{1: {'xmin': 122, 'xmax': 147, 'ymin': 48, 'ymax': 74, 'region_name': 1}}"
450,348,images (45)_grey.jpg,"{1: {'xmin': 160, 'xmax': 194, 'ymin': 93, 'ymax': 112, 'region_name': 1}}"
451,349,images (45)_grey_rot90.jpg,"{1: {'xmin': 110, 'xmax': 135, 'ymin': 122, 'ymax': 148, 'region_name': 1}}"
452,350,images (45)_grey_rot180.jpg,"{1: {'xmin': 63, 'xmax': 97, 'ymin': 84, 'ymax': 103, 'region_name': 1}}"
453,351,images (45)_grey_rot270.jpg,"{1: {'xmin': 122, 'xmax': 147, 'ymin': 48, 'ymax': 74, 'region_name': 1}}"
454,352,images (46)_darkened.jpg,"{1: {'xmin': 167, 'xmax': 217, 'ymin': 88, 'ymax': 112, 'region_name': 1}}"
455,353,images (46)_darkened_rot90.jpg,"{1: {'xmin': 100, 'xmax': 143, 'ymin': 94, 'ymax': 122, 'region_name': 1}}"
456,354,images (46)_darkened_rot180.jpg,"{1: {'xmin': 83, 'xmax': 133, 'ymin': 56, 'ymax': 80, 'region_name': 1}}"
457,355,images (46)_darkened_rot270.jpg,"{1: {'xmin': 157, 'xmax': 200, 'ymin': 46, 'ymax': 74, 'region_name': 1}}"
458,356,images (46)_grey.jpg,"{1: {'xmin': 167, 'xmax': 217, 'ymin': 88, 'ymax': 112, 'region_name': 1}}"
459,357,images (46)_grey_rot90.jpg,"{1: {'xmin': 100, 'xmax': 143, 'ymin': 94, 'ymax': 122, 'region_name': 1}}"
460,358,images (46)_grey_rot180.jpg,"{1: {'xmin': 83, 'xmax': 133, 'ymin': 56, 'ymax': 80, 'region_name': 1}}"
461,359,images (46)_grey_rot270.jpg,"{1: {'xmin': 157, 'xmax': 200, 'ymin': 46, 'ymax': 74, 'region_name': 1}}"
462,360,images (47)_darkened.jpg,"{1: {'xmin': 182, 'xmax': 209, 'ymin': 92, 'ymax': 106, 'region_name': 1}}"
463,361,images (47)_darkened_rot90.jpg,"{1: {'xmin': 117, 'xmax': 137, 'ymin': 124, 'ymax': 143, 'region_name': 1}}"
464,362,images (47)_darkened_rot180.jpg,"{1: {'xmin': 63, 'xmax': 90, 'ymin': 80, 'ymax': 94, 'region_name': 1}}"
465,363,images (47)_darkened_rot270.jpg,"{1: {'xmin': 135, 'xmax': 155, 'ymin': 43, 'ymax': 62, 'region_name': 1}}"
466,364,images (47)_grey.jpg,"{1: {'xmin': 182, 'xmax': 209, 'ymin': 92, 'ymax': 106, 'region_name': 1}}"
467,365,images (47)_grey_rot90.jpg,"{1: {'xmin': 117, 'xmax': 137, 'ymin': 124, 'ymax': 143, 'region_name': 1}}"
468,366,images (47)_grey_rot180.jpg,"{1: {'xmin': 63, 'xmax': 90, 'ymin': 80, 'ymax': 94, 'region_name': 1}}"
469,367,images (47)_grey_rot270.jpg,"{1: {'xmin': 135, 'xmax': 155, 'ymin': 43, 'ymax': 62, 'region_name': 1}}"
470,368,images (48)_darkened.jpg,"{1: {'xmin': 135, 'xmax': 144, 'ymin': 122, 'ymax': 127, 'region_name': 1}, 2: {'xmin': 16, 'xmax': 24, 'ymin': 97, 'ymax': 102, 'region_name': 1}, 3: {'xmin': 145, 'xmax': 153, 'ymin': 92, 'ymax': 96, 'region_name': 1}, 4: {'xmin': 204, 'xmax': 212, 'ymin': 96, 'ymax': 101, 'region_name': 1}, 5: {'xmin': 85, 'xmax': 92, 'ymin': 91, 'ymax': 95, 'region_name': 1}, 6: {'xmin': 36, 'xmax': 42, 'ymin': 82, 'ymax': 86, 'region_name': 1}}"
471,369,images (48)_darkened_rot90.jpg,"{1: {'xmin': 73, 'xmax': 82, 'ymin': 76, 'ymax': 81, 'region_name': 1}, 2: {'xmin': 117, 'xmax': 126, 'ymin': 9, 'ymax': 13, 'region_name': 1}, 3: {'xmin': 128, 'xmax': 135, 'ymin': 81, 'ymax': 86, 'region_name': 1}, 4: {'xmin': 119, 'xmax': 128, 'ymin': 115, 'ymax': 119, 'region_name': 1}, 5: {'xmin': 130, 'xmax': 137, 'ymin': 48, 'ymax': 52, 'region_name': 1}, 6: {'xmin': 146, 'xmax': 153, 'ymin': 20, 'ymax': 24, 'region_name': 1}}"
472,370,images (48)_darkened_rot180.jpg,"{1: {'xmin': 155, 'xmax': 164, 'ymin': 41, 'ymax': 46, 'region_name': 1}, 2: {'xmin': 275, 'xmax': 283, 'ymin': 66, 'ymax': 71, 'region_name': 1}, 3: {'xmin': 146, 'xmax': 154, 'ymin': 72, 'ymax': 76, 'region_name': 1}, 4: {'xmin': 87, 'xmax': 95, 'ymin': 67, 'ymax': 72, 'region_name': 1}, 5: {'xmin': 207, 'xmax': 214, 'ymin': 73, 'ymax': 77, 'region_name': 1}, 6: {'xmin': 257, 'xmax': 263, 'ymin': 82, 'ymax': 86, 'region_name': 1}}"
473,371,images (48)_darkened_rot270.jpg,"{1: {'xmin': 217, 'xmax': 226, 'ymin': 87, 'ymax': 92, 'region_name': 1}, 2: {'xmin': 173, 'xmax': 182, 'ymin': 155, 'ymax': 159, 'region_name': 1}, 3: {'xmin': 164, 'xmax': 171, 'ymin': 82, 'ymax': 87, 'region_name': 1}, 4: {'xmin': 171, 'xmax': 180, 'ymin': 49, 'ymax': 53, 'region_name': 1}, 5: {'xmin': 162, 'xmax': 169, 'ymin': 116, 'ymax': 120, 'region_name': 1}, 6: {'xmin': 146, 'xmax': 153, 'ymin': 144, 'ymax': 148, 'region_name': 1}}"
474,372,images (48)_grey.jpg,"{1: {'xmin': 135, 'xmax': 144, 'ymin': 122, 'ymax': 127, 'region_name': 1}, 2: {'xmin': 16, 'xmax': 24, 'ymin': 97, 'ymax': 102, 'region_name': 1}, 3: {'xmin': 145, 'xmax': 153, 'ymin': 92, 'ymax': 96, 'region_name': 1}, 4: {'xmin': 204, 'xmax': 212, 'ymin': 96, 'ymax': 101, 'region_name': 1}, 5: {'xmin': 85, 'xmax': 92, 'ymin': 91, 'ymax': 95, 'region_name': 1}, 6: {'xmin': 36, 'xmax': 42, 'ymin': 82, 'ymax': 86, 'region_name': 1}}"
